report_id,date,site,location,report_type,activity,report_text,sif_potential,sif_confidence,life_saving_rule,precursor,hazard,barrier,barrier_failure,priority
SYN-0071,2025-04-16,Bongaigaon,Bongaigaon — Tank Farm,Hazard Report,Working at Height — repairing an elevated platform,"During repairing an elevated platform during the morning shift, harness was not attached to an anchor. The worker slipped near an unprotected edge. The condition created a credible potential for a fatal or permanently disabling event. The dropped-object zone was cleared.",Yes,0.792,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,High
SYN-0072,2024-09-24,Geleki,Geleki — Workshop,Hazard Report,Working at Height — accessing a tank roof,"During accessing a tank roof during the morning shift, toe board was not installed. A tool fell to the level below. The deviation was identified early, before anyone was exposed to serious harm. Work stopped until a certified access system was provided.",No,0.742,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,Low
SYN-0073,2024-10-29,Bongaigaon,Geleki — Main Gate,Safety Observation,Confined Space — inspection inside a vessel,"During entry into a sump during the morning shift, entry permit was incomplete. The attendant lost radio contact with the entrant. The deviation was identified early, before anyone was exposed to serious harm. Ventilation was increased and the permit was reviewed.",No,0.911,Obtain authorization before entering a confined space,Confined-space control gap,atmospheric or rescue hazard,Critical control,entry permit was incomplete,Medium
SYN-0074,2025-07-20,Naharkatiya,Bongaigaon — Pipeline Corridor,Hazard Report,Hot Work — cutting a steel support,"During cutting a steel support during the morning shift, gas test not repeated. Nearby oily rags began to smoulder. The condition created a credible potential for a fatal or permanently disabling event. The area was made safe and retested.",Yes,0.905,Control ignition sources and combustible materials,Hot work control failure,ignition or flammable-material exposure,Critical control,gas test not repeated,High
SYN-0075,2025-04-08,Naharkatiya,Digboi — Main Gate,Near Miss,Line of Fire — moving materials beside a pipe rack,"During handling a pressurized hose during the morning shift, spotter communication was unclear. A suspended load swung across the access route. The condition created a credible potential for a fatal or permanently disabling event. The lifting activity was paused for a new briefing.",Yes,0.878,Position yourself outside the line of fire,Line-of-fire exposure,stored-energy or moving-object exposure,Critical control,spotter communication was unclear,High
SYN-0076,2025-07-21,Duliajan,Bongaigaon — Process Unit,Hazard Report,Lifting Operations — lifting a pump motor,"During loading a valve assembly during a routine maintenance task, sling inspection was overdue. A sling strand began to separate. The condition created a credible potential for a fatal or permanently disabling event. The route was cleared and barricaded.",Yes,0.868,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,sling inspection was overdue,High
SYN-0077,2025-11-20,Geleki,Geleki — Workshop,Near Miss,Driving / Vehicle Safety — reversing a service vehicle,"During transporting equipment on an access road while preparing the job, seat belt was not used. A load shifted during transit. The deviation was identified early, before anyone was exposed to serious harm. The vehicle was removed from service for inspection.",No,0.831,Drive defensively and use seat belts,Vehicle safety control gap,vehicle collision or load-shift exposure,Critical control,reversing alarm was not working,Medium
SYN-0078,2025-10-31,Geleki,Geleki — Main Gate,Hazard Report,Energy Isolation — valve replacement,"During pump maintenance during a routine maintenance task, missing zero-energy test. The pump unexpectedly started. The condition created a credible potential for a fatal or permanently disabling event. The supervisor initiated a toolbox talk.",Yes,0.901,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0079,2025-07-23,Geleki,Geleki — Pipeline Corridor,Near Miss,Energy Isolation — valve replacement,"During pump maintenance during the morning shift, lockout/tagout not verified. The pump unexpectedly started. The condition created a credible potential for a fatal or permanently disabling event. The line was depressurized before work resumed.",Yes,0.864,Verify isolation and zero energy,Isolation verification failure,unexpected energy release,Critical control,missing zero-energy test,High
SYN-0080,2025-10-15,Digboi,Naharkatiya — Main Gate,Safety Observation,Lifting Operations — loading a valve assembly,"During loading a valve assembly after a change in the work sequence, sling inspection was overdue. The load passed over an occupied walkway. The deviation was identified early, before anyone was exposed to serious harm. The route was cleared and barricaded.",No,0.849,Plan and control lifting operations,Lifting control failure,suspended-load exposure,Critical control,lifting plan was not followed,Medium
SYN-0081,2025-10-29,Naharkatiya,Bongaigaon — Tank Farm,Hazard Report,Working at Height — installing cable tray at height,"During installing cable tray at height while preparing the job, scaffold inspection tag was missing. The worker slipped near an unprotected edge. The condition created a credible potential for a fatal or permanently disabling event. The dropped-object zone was cleared.",Yes,0.895,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,harness was not attached to an anchor,High
SYN-0082,2024-09-28,Bongaigaon,Digboi — Workshop,Near Miss,Working at Height — installing cable tray at height,"During repairing an elevated platform while preparing the job, harness was not attached to an anchor. The platform moved while being accessed. The condition created a credible potential for a fatal or permanently disabling event. Work stopped until a certified access system was provided.",Yes,0.819,Protect yourself against falls from height,Fall protection gap,fall or dropped-object exposure,Critical control,toe board was not installed,High
